gm_Id,Id_W,L,VDS,gds_W,VGS,VDSAT,Cgg_W,Cdd_W
24.83295532794421,0.0809560130588468,4.5e-08,0.1,0.2985496360263868,0.352,0.0483575073006175,4.0360490907978135e-10,1.541835530168549e-10
23.63534422438385,0.1380040394316369,4.5e-08,0.1,0.4994247520111992,0.3740000000000001,0.0486519896852301,4.1371035178115986e-10,1.546390540997444e-10
22.34160600430066,0.2288661388803482,4.5e-08,0.1,0.8111786104233429,0.3960000000000001,0.0491145682575547,4.2661295768824375e-10,1.5523614692278101e-10
21.02341759065407,0.3687480258238378,4.5e-08,0.1,1.279054885097438,0.4180000000000001,0.0498120312950091,4.4246751705204264e-10,1.5602033996006988e-10
19.75867548546166,0.5774004053972438,4.5e-08,0.1,1.961481800002577,0.4400000000000001,0.0508218490519973,4.6126682370362664e-10,1.57047302939039e-10
18.61212609722414,0.8803608983684293,4.5e-08,0.1,2.935705573055863,0.4620000000000001,0.052229798489085,4.828173607461771e-10,1.5838513771824158e-10
17.62011978912908,1.311019926351705,4.5e-08,0.1,4.307217879080342,0.4840000000000002,0.0541285659804919,5.067382625953345e-10,1.601172573663523e-10
16.78481845002237,1.913531357065372,4.5e-08,0.1,6.223597095777712,0.5060000000000001,0.056617115085565,5.32486636332584e-10,1.62345940140031e-10
16.07776148595238,2.746127705130868,4.5e-08,0.1,8.893770170561618,0.5280000000000001,0.0597990660374516,5.59406695897817e-10,1.6519654656602979e-10
15.44933222295434,3.883860156756896,4.5e-08,0.1,12.61540098227314,0.5500000000000002,0.0637779345784547,5.86794572840228e-10,1.688222721086298e-10
14.84054079640905,5.419187894840078,4.5e-08,0.1,17.81634579415276,0.5720000000000002,0.0686480778692313,6.13966984873385e-10,1.7340913911678518e-10
14.19475076207869,7.458323553199741,4.5e-08,0.1,25.11962201282396,0.5940000000000002,0.074482050592227,6.403215323181887e-10,1.7918068218308238e-10
13.46786781919371,10.11125122936227,4.5e-08,0.1,35.43661654203473,0.6160000000000002,0.0813170532482926,6.653793488098577e-10,1.8640141990949738e-10
12.63611527979367,13.47462409318939,4.5e-08,0.1,50.05592523175238,0.6380000000000002,0.0891444632012379,6.888058822796763e-10,1.953777233419105e-10
11.70105665969719,17.61002135927388,4.5e-08,0.1,70.60388679841671,0.6600000000000003,0.0979062690671477,7.104107762119501e-10,2.0645414163103988e-10
10.69055591591322,22.52482126962802,4.5e-08,0.1,98.6956909389246,0.6820000000000003,0.1075002616494009,7.301315384606891e-10,2.2000280637252588e-10
9.652058975002843,28.1655340482249,4.5e-08,0.1,135.3141102169662,0.7040000000000003,0.1177928101828809,7.48007272673918e-10,2.364035389665654e-10
8.637494977429567,34.42835039717104,4.5e-08,0.1,180.3635776014926,0.7260000000000003,0.128635538930838,7.64148499339332e-10,2.5601314833861586e-10
7.687910706056519,41.18097701176733,4.5e-08,0.1,232.7794827623411,0.7480000000000003,0.1398814935791158,7.787077832827703e-10,2.791244718217073e-10
6.826805970589892,48.28469640970877,4.5e-08,0.1,291.0054112570126,0.7700000000000004,0.1513975025121999,7.918542903432844e-10,3.0591902423783957e-10
6.062144991350558,55.60979808123443,4.5e-08,0.1,353.4313656787283,0.7920000000000004,0.1630714081328368,8.037540246560715e-10,3.3642105893705805e-10
5.391696173954823,63.04362317249221,4.5e-08,0.1,418.6268013281984,0.8140000000000004,0.1748145635925379,8.145564852144108e-10,3.7046383928474626e-10
4.80786071987378,70.4932346471182,4.5e-08,0.1,485.4134147883963,0.8360000000000004,0.1865609089426344,8.243876937094481e-10,4.0767889417214815e-10
4.300896882100078,77.88490504852702,4.5e-08,0.1,552.8592013108132,0.8580000000000004,0.1982640980143846,8.33348829186415e-10,4.47514712554362e-10
3.86075739237774,85.16201590462882,4.5e-08,0.1,620.2445430494388,0.8800000000000004,0.2098938634159701,8.415190640126506e-10,4.892835813902338e-10
3.478014406577587,92.28236973874752,4.5e-08,0.1,687.0231150816095,0.9020000000000004,0.2214323918061037,8.489607947952481e-10,5.322271777869233e-10
3.14425184358412,99.21548275252248,4.5e-08,0.1,752.78605786861,0.9240000000000004,0.2328711160010961,8.55725468694396e-10,5.755867365425339e-10
2.852169275735414,105.9401410352031,4.5e-08,0.1,817.2318447480106,0.9460000000000004,0.2442080763310815,8.618586254184867e-10,6.186640252407148e-10
2.59554096639674,112.4423292028479,4.5e-08,0.1,880.141970095135,0.9680000000000004,0.2554458555507512,8.674034236405725e-10,6.608640749631911e-10
2.369110463873052,118.7135435269424,4.5e-08,0.1,941.3617836439828,0.9900000000000004,0.2665900203113844,8.724025421453764e-10,7.017169089203765e-10
2.168463919927928,124.7494542686267,4.5e-08,0.1,1000.785591502295,1.012,0.2776479779556283,8.768987603684684e-10,7.408807217232384e-10
24.56338292120326,0.1103796720621454,4.5e-08,0.2,0.2971886237479412,0.352,0.0484056698035739,4.0536764952171103e-10,1.5308212202293829e-10
23.33185848546392,0.1869756264141285,4.5e-08,0.2,0.4929376136497478,0.3740000000000001,0.0487343291105269,4.1609383100201134e-10,1.5326578404100678e-10
22.01785137268486,0.3079390711951773,4.5e-08,0.2,0.7928808500118624,0.3960000000000001,0.049245770563246,4.29640119009531e-10,1.534598374019728e-10
20.69647829674285,0.4925943308498426,4.5e-08,0.2,1.236647140316576,0.4180000000000001,0.0500095686585469,4.4612329634810174e-10,1.5367359305654968e-10
19.44505232458069,0.7658847469758745,4.5e-08,0.2,1.873623373142409,0.4400000000000001,0.051105386358707,4.6548963466971644e-10,1.5391736308192958e-10
18.32399397966374,1.160013868652918,4.5e-08,0.2,2.766345404964419,0.4620000000000001,0.052620752036204,4.874952439914971e-10,1.5420252716454107e-10
17.36354592209284,1.717136274302995,4.5e-08,0.2,3.995589321912873,0.4840000000000002,0.0546499216669423,5.117109159595093e-10,1.5454165287918857e-10
16.56044325660948,2.493053030618269,4.5e-08,0.2,5.666134694337305,0.5060000000000001,0.0572932013609867,5.375533155983648e-10,1.549486729791141e-10
15.88335859355756,3.561346935463968,4.5e-08,0.2,7.911383865578634,0.5280000000000001,0.0606547460936727,5.643385835730297e-10,1.55439123464087e-10
15.2833486917171,5.0168452756827,4.5e-08,0.2,10.89451486240951,0.5500000000000002,0.0648368018874665,5.913490988226619e-10,1.5603044666773528e-10
14.70592283136508,6.976769787811917,4.5e-08,0.2,14.80373900835563,0.5720000000000002,0.0699296295471814,6.179011619954504e-10,1.56742364301951e-10
14.10249517782213,9.577629908407632,4.5e-08,0.2,19.84016226026226,0.5940000000000002,0.0759983062670454,6.434018171823129e-10,1.575973260513286e-10
13.43941236603021,12.96629989261951,4.5e-08,0.2,26.19942318328011,0.6160000000000002,0.0830695021314533,6.67386680936945e-10,1.586210392403665e-10
12.70281901225896,17.28521220801943,4.5e-08,0.2,34.0523483828959,0.6380000000000002,0.0911223531874773,6.895359643961511e-10,1.5984308367093068e-10
11.89835331969008,22.65397567746937,4.5e-08,0.2,43.53325909772512,0.6600000000000003,0.1000869465115738,7.09670880294015e-10,1.6129761276509339e-10
11.04625950407467,29.15182561579372,4.5e-08,0.2,54.74466302594268,0.6820000000000003,0.1098515967986192,7.27735867091003e-10,1.63024137850905e-10
10.1740676608765,36.80566562503429,4.5e-08,0.2,67.78319626284929,0.7040000000000003,0.1202770300269951,7.437730971982399e-10,1.650683868002876e-10
9.309486717963262,45.58655428748227,4.5e-08,0.2,82.78590043508963,0.7260000000000003,0.1312134106150522,7.578950032054783e-10,1.674832204359047e-10
8.475412948667007,55.4143801366578,4.5e-08,0.2,99.99007793844794,0.7480000000000003,0.1425158964433495,7.702588889388007e-10,1.7032957845644247e-10
7.687677855874431,66.16797383184586,4.5e-08,0.2,119.7917323243165,0.7700000000000004,0.1540558430865676,7.810458666595718e-10,1.7367740920174148e-10
6.955146735551441,77.69723193167027,4.5e-08,0.2,142.771769019521,0.7920000000000004,0.1657267980782748,7.904448632240624e-10,1.776065132792578e-10
6.281320273159705,89.83491389515477,4.5e-08,0.2,169.6401183750184,0.8140000000000004,0.1774459965483054,7.986414450190827e-10,1.8220720024205988e-10
5.666484444931082,102.4075573203664,4.5e-08,0.2,201.0578430957017,0.8360000000000004,0.1891527877541689,8.05810692667335e-10,1.8758062204457508e-10
5.109488817751808,115.2459662081385,4.5e-08,0.2,237.3771298864425,0.8580000000000004,0.2008054348822693,8.121131858978898e-10,1.9383860958281809e-10
4.608554839154267,128.1950845899695,4.5e-08,0.2,278.4471997144364,0.8800000000000004,0.2123773853681957,8.176931981678212e-10,2.0110280204915408e-10
4.161222753169852,141.1216697128558,4.5e-08,0.2,323.6257201442709,0.9020000000000004,0.2238536915489298,8.226783395758241e-10,2.095028289120172e-10
3.764093720497032,153.9180318484794,4.5e-08,0.2,371.9763527407228,0.9240000000000004,0.2352279177087852,8.271800553087494e-10,2.1917329565005387e-10
3.412875708769326,166.5016394599125,4.5e-08,0.2,422.5068155012864,0.9460000000000004,0.2464996393404562,8.312945497460244e-10,2.3024935955612589e-10
3.10274514660429,178.8119543535514,4.5e-08,0.2,474.3306242787657,0.9680000000000004,0.2576725114447554,8.351038490915232e-10,2.428607821671968e-10
2.828787005583965,190.8062232573673,4.5e-08,0.2,526.7313052387495,0.9900000000000004,0.2687528253945982,8.386768338280669e-10,2.5712452180493706e-10
2.586334166175058,202.4554124695528,4.5e-08,0.2,579.1624146387422,1.012,0.2797484589235183,8.42070166838179e-10,2.731361804921155e-10
2.371159057100597,213.7408035300459,4.5e-08,0.2,631.2203221373683,1.034,0.2906681296363144,8.453291155307371e-10,2.909609192462519e-10
2.179545595237856,224.651340673896,4.5e-08,0.2,682.611887459675,1.056,0.3015208762811525,8.484883174111133e-10,3.106247503324249e-10
2.008286452896308,235.1816360101995,4.5e-08,0.2,733.1262079408793,1.078000000000001,0.3123157073633459,8.515725669416129e-10,3.321073239783824e-10
24.35504115603112,0.1402741196014088,4.5e-08,0.3,0.2988686264929518,0.352,0.0484452952782792,4.0633855533704734e-10,1.522124540803309e-10
23.09694866831953,0.2364554664416226,4.5e-08,0.3,0.4938370603278963,0.3740000000000001,0.0488008323436858,4.1761811326769854e-10,1.524491065308721e-10
21.76570181989529,0.3873406383577175,4.5e-08,0.3,0.7909898632312021,0.3960000000000001,0.0493502947139224,4.3173626889533874e-10,1.526691856083772e-10
20.43823285615046,0.616125948037704,4.5e-08,0.3,1.228107922585935,0.4180000000000001,0.0501652017622708,4.4878151435271954e-10,1.528764218409079e-10
19.19070844238798,0.9525473607065188,4.5e-08,0.3,1.851647719051543,0.4400000000000001,0.0513267320358005,4.686674771934883e-10,1.5307538647388339e-10
18.07987348251327,1.434828701814928,4.5e-08,0.3,2.719501883639029,0.4620000000000001,0.0529236489584406,4.911168595034014e-10,1.532712167655923e-10
17.13125823619125,2.112826925360559,4.5e-08,0.3,3.905048515469,0.4840000000000002,0.0550513304892331,5.156706251965983e-10,1.534693889526004e-10
16.33749013780727,3.052222218328775,4.5e-08,0.3,5.501411849841611,0.5060000000000001,0.0578109843893128,5.417233622998686e-10,1.53675554878323e-10
15.66480921084598,4.339007305659248,4.5e-08,0.3,7.624180905281487,0.5280000000000001,0.0613069460465795,5.685798741406336e-10,1.5389544403610048e-10
15.06385733846763,6.082938754874367,4.5e-08,0.3,10.41046759305594,0.5500000000000002,0.0656401629977552,5.95522998080102e-10,1.5413482470029478e-10
14.48154670692806,8.41808278494425,4.5e-08,0.3,14.01225548270248,0.5720000000000002,0.0708974155549199,6.218801998700359e-10,1.543995146478338e-10
13.87197365442836,11.49838128095975,4.5e-08,0.3,18.58300001999393,0.5940000000000002,0.077137830269838,6.470775631230621e-10,1.54695431727389e-10
13.20470272817502,15.48679928032405,4.5e-08,0.3,24.25881369306976,0.6160000000000002,0.0843800568459057,6.706738788933627e-10,1.550286755810774e-10
12.46883230335252,20.5384611573271,4.5e-08,0.3,31.13871279572718,0.6380000000000002,0.0925942657314831,6.923729551229851e-10,1.554056332389929e-10
11.67205083416276,26.78081200841661,4.5e-08,0.3,39.27039537292019,0.6600000000000003,0.1017021896774613,7.120170561490807e-10,1.55833102782901e-10
10.83547570675427,34.29586241002281,4.5e-08,0.3,48.64688515772131,0.6820000000000003,0.1115858596532578,7.295672498526895e-10,1.563184308335785e-10
9.986484969642612,43.10950080868848,4.5e-08,0.3,59.21517408868671,0.7040000000000003,0.1221026522613671,7.450771206804998e-10,1.5686966129601338e-10
9.15205585668066,53.19043955277733,4.5e-08,0.3,70.89329708723596,0.7260000000000003,0.1331023789136047,7.586653468554447e-10,1.5749569447558287e-10
8.354269546934374,64.45796348375087,4.5e-08,0.3,83.58999200114764,0.7480000000000003,0.1444422470224254,7.704908933166503e-10,1.5820645710575169e-10
