waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))ic" ?result "dc")) "L" 4.5e-08) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))ic" ?result "dc")) "L" 4.5e-08) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 8.944444e-08) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 8.944444e-08) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 1.338889e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 1.338889e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 1.783333e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 1.783333e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 2.227778e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 2.227778e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 2.672222e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 2.672222e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 3.116667e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 3.116667e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 3.561111e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 3.561111e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 4.005556e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))hematic" ?result "dc")) "L" 4.005556e-07) Y,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))tic" ?result "dc")) "L" 4.45e-07) X,waveVsWave(?x getData("nmos:gm" ?result "dc")/getData("nmos:id" ?result "dc") ?y getData("nmos:gm" ?result "dc")/getData("nmos:gds" ?result "dc"))tic" ?result "dc")) "L" 4.45e-07) Y
12.06032731856696,12.2367820026397,10.83843465681772,16.64642633270712,9.744510963191631,18.50164527152529,9.111181145165284,20.04627960737826,8.70160492764809,21.41250683186072,8.421094503876416,22.6603660889833,8.220081017108816,23.81805521329425,8.070834791220033,24.90228602166244,7.956817161091322,25.92434078906373,7.86764222850428,26.89248611068691
11.27508024383888,11.91213025788765,9.866356580976511,15.71249049394367,8.854842130652957,17.40004867724564,8.297291294830417,18.86695944898376,7.945431815237173,20.18569624349628,7.708715992425699,21.39953507666775,7.541726059982929,22.52999405660985,7.419611850333387,23.59068710551161,7.327751356190176,24.59127863000821,7.257047373450488,25.53910670917828
10.45899122860724,11.50284222597058,8.963386550710224,14.75292910678295,8.053905748980037,16.30669731638019,7.572174651914818,17.7079816733272,7.274429431549332,18.98241272270956,7.077522425243947,20.16106809790729,6.940921503699627,21.26073779484309,6.842777189599611,22.29283342453038,6.770350157153866,23.26583671159538,6.715765708731685,24.18637514918448
9.637710752708239,11.02169207623215,8.139750481501556,13.7966220575203,7.338961005477236,15.24291307599129,6.928681247728715,16.58555470703042,6.679835718771312,17.8156377720202,6.518166576455553,18.95568643390537,6.408149766926594,20.01917619742435,6.33081984518283,21.01590535013231,6.275184882175834,21.95342151142764,6.234480403095683,22.83773672702034
8.835897425651822,10.48777932734453,7.39817889559315,12.86550361011582,6.703889971120197,14.22281723713958,6.358363496511299,15.5096860231308,6.152612711013919,16.69297212827333,6.021566868492588,17.78927864160193,5.934465359921299,18.80967060498384,5.874982258448143,19.76263827116844,5.833689845224846,20.65486420514064,5.804803289935094,21.49171320854125
8.073300456758435,9.922138050415054,6.736183195695309,11.97448894867898,6.140941514785204,13.25461460260703,5.852569199271446,14.48559642175758,5.68414278829419,15.61794251975773,5.57936154523726,16.66404419058497,5.511793384904552,17.63301193946782,5.467452668070107,18.53207004567932,5.438278099683681,19.36692211721324,5.419331907000576,20.1421126685258
7.363209195191537,9.344372865148893,6.148163180513463,11.13246163917742,5.641915540921922,12.34205392221547,5.403078405184057,13.51503100970173,5.266578353028742,14.59110799089441,5.184095595342207,15.57939710045834,5.133015853235934,16.48711599870771,5.10138360526145,17.32000754906313,5.082309873019949,18.08248724317217,5.071577268355382,18.77795389131605
6.712688230490126,8.770699445878494,5.627016903715825,10.34364372128041,5.198875819221574,11.48574920044041,5.002419418676507,12.59732675771542,4.892969074511356,13.61090600410363,4.829246295023355,14.53261235155476,4.79193518106525,15.36747198529314,4.770812063986356,16.11927490632035,4.759977665005803,16.79065418674436,4.755816297162573,17.383435100331
6.123772884881891,8.213241093317443,5.165221899050252,9.608938607134917,4.804523798541978,10.68423966683191,4.643981281646731,11.73021205818798,4.557258954369139,12.6742531016243,4.509159810870145,13.51925740064018,4.483172530326458,14.2674329508881,4.470527744347652,14.91993802332437,4.466145605087243,15.47707311767977,4.466899835281546,15.93882734057449
5.594944231232514,7.68018763549013,4.755484810099244,8.927056934648876,4.452352868979371,9.934775600397527,4.322008324563504,10.91036926740031,4.254214437943943,11.77695099340138,4.218944045212396,12.53349582131566,4.202035345978376,13.17853479902115,4.195916554086365,13.70993465461007,4.196166752652939,14.12552351705306,4.200041630696985,14.42414448672478
5.12247668200905,7.176408977899912,4.391084295797399,8.295374689582236,4.136672365772585,9.233867025782848,4.031533113449748,10.13381227364145,3.979321049781,10.91397019093234,3.954344176021019,11.56840816568891,3.944374652641481,12.09119508046795,3.942799481704191,12.47692161676886,3.945706501088569,12.72234727392656,3.950638909480814,12.82837705482913
4.701489288484452,6.704217134798635,4.066015817411053,7.710543886273705,3.852561280168918,8.577647676738271,3.768282161005207,9.39613700165337,3.728670197372683,10.07970769798206,3.711616845397246,10.61656706950876,3.706449269128022,10.99637363734844,3.707296284397605,11.21251855717697,3.710632853781662,11.26549642655232,3.714245232598151,11.16558338546819
4.326680472657003,6.264093929709812,3.775018515600655,7.168903016342019,3.595789003085191,7.96210570319114,3.528574114182723,8.69270603165476,3.498848785825169,9.268353495693335,3.487416433272267,9.671217578320245,3.484823082578426,9.88890389922433,3.485773058606809,9.919705358252941,3.487092606169735,9.777243551288302,3.486894407402169,9.490944473798237
